3Alpha_Code,Name_En,Scientific_Name,Family,Order,Major_Group,ISSCAAP_Group,CPC_Class,CPC_Group
RNL,Pink maomao,Caprodon longimanus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HDD,,Chelidoperca hirundinacea,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RTZ,Graery threadfin seabass,Cratinus agassizii,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DLB,Barred soapfish,Diploprion bifasciatum,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EKJ,,Ellerkeldia jamesoni,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFU,,Epinephelides armatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MAB,Black grouper,Mycteroperca bonaci,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MTI,Comb grouper,Mycteroperca acutirostris,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MKJ,Gulf grouper,Mycteroperca jordani,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MKM,Gag,Mycteroperca microlepis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MKC,Venezuelan grouper,Mycteroperca cidi,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MKH,Scamp,Mycteroperca phenax,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MKU,Mottled grouper,Mycteroperca rubra,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MKT,Tiger grouper,Mycteroperca tigris,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MKV,Yellowfin grouper,Mycteroperca venenosa,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GBS,Broomtail grouper,Mycteroperca xenarcha,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MKF,Island grouper,Mycteroperca fusca,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MKN,Yellowmouth grouper,Mycteroperca interstitialis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MKR,Leopard grouper,Mycteroperca rosacea,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GPB,Brazilian groupers nei,Mycteroperca spp,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GPD,Dusky grouper,Epinephelus marginatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GPW,White grouper,Epinephelus aeneus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EIU,Wavy-lined grouper,Epinephelus undulosus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPA,Hong Kong grouper,Epinephelus akaara,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ELD,Spinycheek grouper,Epinephelus diacanthus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEN,Giant grouper,Epinephelus lanceolatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEC,Highfin grouper,Epinephelus maculatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EER,Honeycomb grouper,Epinephelus merra,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EIF,Convict grouper,Epinephelus septemfasciatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFX,Sixbar grouper,Epinephelus sexfasciatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPZ,Epaulet grouper,Epinephelus stoliczkae,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPT,Greasy grouper,Epinephelus tauvina,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GPN,Nassau grouper,Epinephelus striatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFD,Rock hind,Epinephelus adscensionis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GPS,Spotted grouper,Epinephelus analogus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EED,Speckled hind,Epinephelus drummondhayi,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEL,Yellowedge grouper,Epinephelus flavolimbatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEU,Red hind,Epinephelus guttatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEB,Starry grouper,Epinephelus labriformis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GPR,Red grouper,Epinephelus morio,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEY,Misty grouper,Epinephelus mystacinus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFV,Snowy grouper,Epinephelus niveatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEQ,Hawaiian grouper,Epinephelus quernus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFJ,Dogtooth grouper,Epinephelus caninus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEA,Blacktip grouper,Epinephelus fasciatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEG,Dungat grouper,Epinephelus goreensis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEP,Comet grouper,Epinephelus morrhua,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ELG,Warsaw grouper,Epinephelus nigritus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFB,White-edged grouper,Epinephelus albomarginatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFN,Catface grouper,Epinephelus andersoni,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPR,Areolate grouper,Epinephelus areolatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EET,Atlantic goliath grouper,Epinephelus itajara,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MAR,Malabar grouper,Epinephelus malabaricus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPV,Halfmoon grouper,Epinephelus rivulatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEV,Blue-and-yellow grouper,Epinephelus flavocaeruleus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFC,Rooster hind,Epinephelus acanthistius,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFY,Banded grouper,Epinephelus amblycephalus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFW,Yellow grouper,Epinephelus awoara,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFK,Duskytail grouper,Epinephelus bleekeri,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFE,Longtooth grouper,Epinephelus bruneus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFH,Brownspotted grouper,Epinephelus chlorostigma,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPF,Olive grouper,Epinephelus cifuentesi,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ENI,Orange-spotted grouper,Epinephelus coioides,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPK,Goldblotch grouper,Epinephelus costae,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EPY,Speckled blue grouper,Epinephelus cyanopodus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ESE,Saddletail grouper,Epinephelus daemelii,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEF,Rock grouper,Epinephelus fasciatomaculosus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEI,Haifa grouper,Epinephelus haifensis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEE,Bridled grouper,Epinephelus heniochus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEX,Starspotted grouper,Epinephelus hexagonatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EES,Striped grouper,Epinephelus latifasciatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEM,Snubnose grouper,Epinephelus macrospilos,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEJ,Speckled grouper,Epinephelus magniscuttis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EEK,Camouflage grouper,Epinephelus polyphekadion,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EFQ,Longfin grouper,Epinephelus quoyanus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EIT,Black-dotted grouper,Epinephelus stictus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EIR,Threespot grouper,Epinephelus trimaculatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWC,Whitespotted grouper,Epinephelus caeruleopunctatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWF,Brown-marbled grouper,Epinephelus fuscoguttatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWI,Marquesan grouper,Epinephelus irroratus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWM,Netfin grouper,Epinephelus miliaris,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWU,White-blotched grouper,Epinephelus multinotatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWO,Eightbar grouper,Epinephelus octofasciatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWP,Dot-dash grouper,Epinephelus poecilonotus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWR,Red-tipped grouper,Epinephelus retouti,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWT,Reticulate grouper,Epinephelus tuamotuensis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWL,Potato grouper,Epinephelus tukula,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWE,Dotted grouper,Epinephelus epistictus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWY,Smallscaled grouper,Epinephelus polylepis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWS,Summan grouper,Epinephelus summana,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EZR,Oblique-banded grouper,Epinephelus radiatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWG,Striped-fin grouper,Epinephelus posteli,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWV,Barred-chest grouper,Epinephelus faveatus,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EWW,Longspine grouper,Epinephelus longispinis,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EZO,Foursaddle grouper,Epinephelus spilotoceps,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EZP,One-blotch grouper,Epinephelus melanostigma,SERRANIDAE,PERCOIDEI,PISCES,Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
